id	display	issn
AK00007422	Klüter-Blätter : deutsche Sammlung aus europäischem Geiste	0722-2130
AK00007426	Schwäbische Heimat : Zeitschrift für Regionalgeschichte, württembergische Landeskultur, Naturschutz und Denkmalpflege	0342-7595
AK00007435	Schriftenreihe der Hochschule Speyer	0561-6271
AK00007436	[Profil <Wien>] Profil : das unabhängige Magazin Österreichs	1022-2111
AK00007437	Deutsche Monatshefte für Politik und Kultur	0417-2388
AK00007443	Soester Zeitschrift : Zeitschr. d. Vereins für die Geschichte von Soest und der Börde	0176-3946
AK00007445	Licht und Schatten : Monatsschrift für Schwarz-Weiß-Kunst und Dichtung	0174-9358
AK00007448	Morgenblatt für gebildete Leser	0936-3947
AK00007451	Neue Mitteilungen aus der Deutschen Bücherei	0455-5996
AK00007453	Schauen und Bilden : Vierteljahreshefte für musische Bildung u. sinnvolle Lebensgestaltung	0342-7587
AK00007459	Über Land und Meer : deutsche illustrierte Zeitung	1436-3585
AK00007468	Der Patriot	0179-0897
AK00007476	Mare Balticum : Kultur, Geschichte, Gegenwart	0452-6758
AK00007538	Magazin für christliche Dogmatik und Moral, deren Geschichte und Anwendung im Vortrag der Religion	0174-9218
AK00007554	[Fliegende Blätter <München>] Fliegende Blätter	0179-3845
AK00007568	Niedersachsenbuch : ein Jahrbuch für niederdt. Art ; Jahrbuch d. Niederdeutschen Vereinigung	0174-9528
AK00007571	Beiträge zur Kinder- und Jugendliteratur	0522-6805
AK00007585	Ecclesia : lectures chrétiennes	0766-7337
AK00007585	Ecclesia : lectures chrétiennes	0766-7353
AK00007595	Die Zeit : Wiener Wochenschrift für Politik, Volkswirtschaft, Wissenschaft und Kunst	0259-1707
AK00007598	Links : sozialistische Ztg. ; Analyse, Diskussion, Aktion	0024-404X
AK00007613	Aus dem Antiquariat : Zeitschrift für Antiquare und Büchersammler ; AdA	0343-186X
AK00007614	Archiv für Soziologie und Wirtschaftsfragen des Buchhandels	0342-8680
AK00007618	Wege der Forschung	0509-9609
AK00007628	Trierer Beiträge : aus Forschung und Lehre an der Universität Trier	0344-0753
AK00007630	Reformatio : Zeitschrift für Kultur, Politik, Religion	1017-7620
AK00007632	Anstösse : Berichte aus der Arbeit der Evangelischen Akademie Hofgeismar	0003-5270
AK00007633	Blätter der Carl Zuckmayer Gesellschaft e.V. Mainz	0177-1183
AK00007641	Archiv : Jahrbuch des Vereins für Geschichte der Arbeiterbewegung	0003-8849
AK00007645	Blätter + Bilder : eine Zeitschr. für Dichtung, Musik u. Malerei	0523-7378
AK00007650	Hamburger Jahrbuch für Musikwissenschaft	0342-8303
AK00007652	Studium Linguistik	0342-8982
AK00007653	Deutsche Bücher : Forum für Literatur ; Autorengespräch, Kritik, Interpretation	0167-2185
AK00007668	L 76 : Demokratie u. Sozialismus ; polit. u. literar. Beitr	0343-3978
AK00007673	Württembergische Jahrbücher für Statistik und Landeskunde	0721-1589
AK00007676	Hessische Forschungen zur geschichtlichen Landes- und Volkskunde	0440-7520
AK00007715	Reihe Hanser	0173-8356
AK00007715	Reihe Hanser	0173-8364
AK00007715	Reihe Hanser	0173-8275
AK00007717	Sudetenland : europäische Kulturzeitschrift ; Vierteljahresschrift für Literatur und Kunst	0562-5173
AK00007727	Aurora-Buchreihe	0171-6530
AK00007733	Hausbuch	0524-4277
AK00007740	Der Wagen : Lübecker Beiträge zur Kultur und Geschichte	0933-484X
AK00007742	Die Barke : Lehrer-Jahrbuch	0067-4206
AK00007748	Magikon : Archiv für Beobachtungen aus dem Gebiet der Geisterkunde und des magnetischen und magischen Lebens nebst anderen Zugaben für Freunde des Innern	0174-9013
AK00007756	[Humboldt / Portugiesische Ausgabe] Humboldt : revista para o mundo luso-brasileiro	0018-7615
AK00007780	Albertina-Studien : Jahresschrift	0002-4910
AK00007783	Forschungen zur Volks- und Landeskunde	0015-7902
AK00007798	Studien zur Literatur der Moderne	0340-9023
AK00007804	Quellen und Studien zur Geschichte der Pharmazie	0085-5367
AK00007810	Hermaea : germanistische Forschungen	0440-7164
AK00007813	Frankfurt, lebendige Stadt : Vierteljahreshefte für Kultur, Wirtschaft und Verkehr	0429-5706
AK00007831	Denkendes Volk : Blätter für Selbstbildung; Organ d. Volkshochschulbewegung	0174-8793
AK00007845	Kraus-Hefte	0342-4626
AK00007846	Museum	0341-8634
AK00007848	Informationen Deutsch als Fremdsprache : Info DaF	0724-9616
AK00007848	Informationen Deutsch als Fremdsprache : Info DaF	0177-5596
AK00007850	Romanistische Zeitschrift für Literaturgeschichte : RZLG	0343-379X
AK00007853	Deutsche Ostkunde : Vierteljahresschrift für Wissenschaft, Erziehung und Unterricht	0415-6102
AK00007866	Gedenktage des mitteldeutschen Raumes : ein deutsches Kalendarium für ...	0341-0749
AK00007929	Allgemeine Literatur-Zeitung : ALZ ; auf das Jahr ...	1861-6682
AK00007942	Kritische Berichte : Zeitschrift für Kunst- und Kulturwissenschaften ; Mitteilungsorgan des Ulmer Vereins - Verband für Kunst- und Kulturwissenschaften	0340-7403
AK00007968	Hildesheimer Beiträge zu den Erziehungs- und Sozialwissenschaften : Studien, Texte, Entwürfe	0175-9337
AK00007974	Jahrbuch der Karl-May-Gesellschaft	0300-1989
AK00007984	Die Epigonen	0340-6571
AK00007984	Die Epigonen	0340-6601
AK00007995	Filmwissenschaftliche Beiträge	0015-1769
AK00007999	Neue Zeit : sieben Tage Weltpolitik ; Wochenschrift	0233-8335
AK00008002	Die Unterrichtspraxis : for the teaching of German	0042-062X
AK00008004	Wiener humanistische Blätter	0083-9965
AK00008044	Alte und neue Kunst : Wiener kunstwiss. Blätter	0401-5444
AK00008062	Rheinisches Jahrbuch für Kunst und Poesie	0936-191X
AK00008068	"Musikbibliothek aktuell : Mitteilungsblatt der Subkommission ""Informations- und Kommunikationsdienste"" in der AIBM"	0341-776X
AK00008114	Frauenoffensive : Journal	0342-4766
AK00008120	Die Glocke : Magazin für junge Menschen	0342-5096
AK00008135	Untersuchungen zur deutschen Literaturgeschichte	0083-4564
AK00008173	Nürnberger Blätter für Literatur	0177-7769
AK00008183	Beck'sche schwarze Reihe : BSR	0930-973X
AK00008216	Die Ausfahrt : Hauszeitschrift der Deutschen Verlags-Anstalt Stuttgart	0404-0570
AK00008225	Bunte Blätter	0724-2514
AK00008241	Frauenjahrbuch	0344-1350
AK00008243	Emma	0721-9741
AK00008260	Odal : Monatsschr. für Blut u. Boden	0174-9773
AK00008275	Die Republik	0724-1461
AK00008279	Beiträge zur neueren Literaturgeschichte	0179-4027
AK00008299	[Form <Frankfurt am Main>] Form : design magazine	0015-7678
AK00008335	Neubau : Blätter für neues Leben aus Wort u. Geist	0174-9005
AK00008340	Die Bücherei : Zeitschrift für öffentliche Bibliotheken in Rheinland-Pfalz	1619-4276
AK00008366	Neue Beiträge zur George-Forschung	0342-9547
AK00008368	Urania	0049-562X
AK00008373	Der Feminist : Beiträge zur Theorie und Praxis	0179-8367
AK00008382	Album des Literarischen Vereins in Nürnberg : für ...	0179-969X
AK00008397	Die neue Bücherei : Zeitschr. d. Referats für das Öffentliche Büchereiwesen bei der Generaldirektion der Bayerischen Staatlichen Bibliotheken und der Staatlichen Beratungsstellen für Öffentliche Büchereien in Bayern	0028-3126
AK00008418	Karl-May-Jahrbuch	0173-3559
AK00008445	Quickborn : Zeitschrift für plattdeutsche Sprache und Literatur	0170-7558
AK00008458	Die Freundesgabe : Jahrbuch der Gesellschaft zur Pflege des Märchengutes der Europäischen Völker	0427-5950
AK00008471	Der Pelikan : Zeitschrift der Günther Wagner Pelikan-Werke Hannover	0553-4763
AK00008472	Der Bauhüttenbrief : Zeitschr. für d. Freunde d. Dichtung u. d. Gedankenwerks E.G. Kolbenheyers	0405-0282
AK00008493	[Trierer Beiträge / Sonderheft] Trierer Beiträge : aus Forschung und Lehre an der Universität Trier	0344-0753
AK00008506	Der gemeinsame Weg : DgW ; Deutsche Geschichte und Kultur im Osten Europas ; Forum für Kulturaustausch	0938-6343
AK00008507	Südwestdeutsche Schulblätter : Zeitschrift des Philologenverbandes Baden-Württemberg	0340-2355
AK00008511	Nordost-Archiv : Zeitschrift für Regionalgeschichte	0029-1595
AK00008516	Sonntag : unabhängige Wochenzeitung für Kunst und modernes Leben	0038-1411
AK00008556	Orient und Occident : Blätter für Theologie, Ethik und Soziologie	0258-4174
AK00008561	Literatur konkret	0179-8537
AK00008592	Die Oberpfalz : Monatsschrift für Geschichte, Schrifttum, Volks- und Heimatkunde; Heimatzeitschrift für den ehemaligen Bayerischen Nordgau	0342-9873
AK00008608	Mitteilungen des Mindener Geschichts- und Museumsvereins	0302-2188
AK00008613	Wolfenbütteler Arbeiten zur Barockforschung	0724-472X
AK00008640	[Europäische Hochschulschriften / 36] Europäische Hochschulschriften	0721-3611
AK00008647	Impulse : Aufsätze, Quellen, Berichte zur deutschen Klassik und Romantik	0232-4040
AK00008680	Neue sozialistische Dramatik	0548-2925
AK00008705	[Musil-Forum / Wissenschaftliches Beiheft] Musil-Forum : [Bibliographie enthalten]	1016-1333
AK00008707	Jahresbericht ..., Perspektiven	0940-0702
AK00008707	Jahresbericht ..., Perspektiven	0940-0702
AK00008713	Kassette : Rock, Pop, Schlager, Revue, Zirkus, Kabarett, Magie ; ein Almanach	0323-5742
AK00008714	Linkskurve : Magazin für Kunst u. Kultur	0179-5767
AK00008722	Mitteilungen	0175-4351
AK00008726	[Germanisch-romanische Monatsschrift / Beiheft] Germanisch-romanische Monatsschrift : GRM	0178-4390
AK00008741	Trierer Studien zur Literatur	0721-4294
AK00008745	Prager Nachrichten	0344-7006
AK00008748	Beiträge zur feministischen Theorie und Praxis	0722-0189
AK00008749	Photorin : Mitteilungen der Lichtenberg-Gesellschaft	0172-0015
AK00008770	Schriften der Brüder-Grimm-Gesellschaft Kassel	0177-8366
AK00008774	Mainzer komparatistische Hefte	0932-1047
AK00008781	Universum : illustrierte Familien-Zeitschrift	0258-4271
AK00008801	ABI-Technik : Zeitschrift für Automation, Bau und Technik im Archiv-, Bibliotheks- und Informationswesen	0720-6763
AK00008803	Hefte der Deutschen Thomas-Mann-Gesellschaft, Sitz Lübeck	0722-1207
AK00008805	Nestroyana : Blätter der Internationalen Nestroy-Gesellschaft	1027-3921
AK00008806	Edition Suhrkamp : es	0422-5821
AK00008892	Katabole : an experimental journal of philosophy	0173-1793
AK00008902	Kurt-Schwitters-Almanach : e. Veröff. d. Kulturamtes der Stadt Hannover	0723-6638
AK00008903	L' infini : littérature, philosophie, art, science, politique	0754-023X
AK00008907	Tijdschrift voor Nederlands en Afrikaans : TNA	0723-9890
AK00008911	"Jahrbuch für Eisenbahnliteratur : e. kritischer Wegweiser zu lieferbaren, angezeigten u. empfehlenswerten Büchern ""rund um die Eisenbahn"""	0175-2537
AK00008914	Stallgefährte : Blätter für Literatur u. andere Gegenstände	0723-9114
AK00008915	Dichtungsring : Zeitschrift für Literatur	0724-6412
AK00008919	[Wissenschaftliche Zeitschrift der Ernst-Moritz-Arndt-Universität Greifswald / Gesellschaftswissenschaftliche Reihe] Wissenschaftliche Zeitschrift der Ernst-Moritz-Arndt-Universität Greifswald	0138-1016
AK00008920	Acta germanistica	0238-079X
AK00008923	Schleswig-Holstein : die Kulturzeitschrift für den Norden	0937-7247
AK00008923	Schleswig-Holstein : die Kulturzeitschrift für den Norden	0036-6161
AK00008925	Widerspruch : Münchner Zeitschrift für Philosophie	0722-8104
AK00008926	[Exil <Frankfurt, M.>] Exil : Forschung, Erkenntnisse, Ergebnisse : Migration heute	0721-6742
AK00008927	Goethe yearbook : publ. of the Goethe Society of North America	0734-3329
AK00008931	Medienwissenschaft : Rezensionen, reviews ; eine Veröffentlichung der Phillips-Universität Marburg und der Universität-GH Siegen	1431-5262
AK00008931	Medienwissenschaft : Rezensionen, reviews ; eine Veröffentlichung der Phillips-Universität Marburg und der Universität-GH Siegen	0176-4241
AK00008933	Heidegger studies = Heidegger-Studien = Études Heideggeriennes = Studi Heideggeriani	0885-4580
AK00008934	Forum modernes Theater	0930-5874
AK00008935	Droste-Jahrbuch	0931-9336
AK00008936	Bibliographia Humboldtiana	0933-131X
AK00008936	Bibliographia Humboldtiana	0171-2063
AK00008938	Drachenboot : Zeitschr. für moderne chinesische Literatur u. Kunst	0931-3176
AK00008939	Tel Aviver Jahrbuch für deutsche Geschichte	0932-8408
AK00008945	Forum : Zeitschrift für Ausländerfragen und -kultur	0177-8498
AK00008951	Der Ginkgo-Baum : germanistisches Jahrbuch für Nordeuropa	0359-7210
AK00008953	Inklings : Jahrbuch für Literatur und Ästhetik	0176-3733
AK00008955	Internationales Archiv für Sozialgeschichte der deutschen Literatur. Sonderheft : IASL. - Sonderheft	0175-9779
AK00008957	German history : the journal of the German History Society	0266-3554
AK00008958	L' autre journal	0765-4413
AK00008965	Colloquium Helveticum : cahiers suisses de littérature générale et comparée	0179-3780
AK00008967	Literatur in Bayern : Kulturzeitschrift	0178-6857
AK00008968	Mut : Forum für Kultur, Politik und Geschichte	0027-5093
AK00008971	Journal of the Kafka Society of America : new international series	0894-6388
AK00008972	Myosotis : Zeitschrift für Buchwesen	0178-0522
AK00008973	Aufklärung : interdisziplinäres Jahrbuch zur Erforschung des 18. Jahrhunderts und seiner Wirkungsgeschichte	0178-7128
AK00008974	Skamandros : germanistisches Jahrbuch DDR - VR Polen	0231-1070
AK00008977	Forum Homosexualität und Literatur : ein Periodikum des Forschungsschwerpunkts Homosexualität und Literatur im Fachbereich Sprach- und Literaturwissenschaften an der Universität - GH Siegen	0931-4091
AK00008995	[Die Pfalz am Rhein <Neustadt, Weinstraße>] Die Pfalz am Rhein : pfälz. Verkehrs- u. Heimatzeitschr. ; mit den Mitteilungen des Bezirksverbandes Pfalz	0031-6695
AK00008997	Die neue Literatur : Nachrichten und Anzeigen	1011-0674
AK00009008	Literatur für Leser:innen	0343-1657
AK00009012	Mannheimer Geschichtsblätter	0948-2784
AK00009022	Marx-Engels-Jahrbuch	0232-6132
AK00009023	Germanistische Mitteilungen : Zeitschrift für deutsche Sprache, Literatur und Kultur	0771-3703
AK00009023	Germanistische Mitteilungen : Zeitschrift für deutsche Sprache, Literatur und Kultur	0344-5909
AK00009053	Mainz : Vierteljahreshefte für Kultur, Politik, Wirtschaft, Geschichte	0720-5945
AK00009054	Maler-Müller-Almanach	0721-7277
AK00009068	Bloch-Almanach : Periodikum des Ernst-Bloch-Zentrums der Stadt Ludwigshafen	0721-3743
AK00009070	Georg-Büchner-Jahrbuch	0722-3420
AK00009082	Civis : mit Sonde	0412-6971
AK00009083	Fachdienst Germanistik : Sprache u. Literatur in d. Kritik deutschsprachiger Zeitungen	0175-2200
AK00009090	Exilforschung : ein internationales Jahrbuch	0175-3347
AK00009093	DUZ : das unabhängige Hochschulmagazin	1437-4234
AK00009093	DUZ : das unabhängige Hochschulmagazin	0936-4501
AK00009093	DUZ : das unabhängige Hochschulmagazin	0176-7224
AK00009093	DUZ : das unabhängige Hochschulmagazin	0724-147X
AK00009094	Düsseldorfer Debatte : Zeitschrift für Politik, Kunst, Wissenschaft	0176-7232
AK00009095	Neue Gesellschaft, Frankfurter Hefte : NG, FH - [Deutsche Ausgabe]	0177-6738
AK00009096	Sprachreport : Informationen und Meinungen zur deutschen Sprache	0178-644X
AK00009096	Sprachreport : Informationen und Meinungen zur deutschen Sprache	0178-664
AK00009098	Walthari : Zeitschrift  für Literatur ; Texte, Medien, Märkte, Portraits	0930-0279
AK00009099	Der Kairos der Fotografie : Mitteilungen d. Österreichischen Fotoarchivs	1010-7932
AK00009102	American studies : a monograph series	0178-1987
AK00009105	Editio : internationales Jahrbuch für Editionswissenschaft	0931-3079
AK00009109	Berliner Arbeitsblätter für die deutsche Volkshochschule	0523-0071
AK00009111	Berliner Arbeitsblätter für die Volkshochschule	0175-4785
AK00009112	Der Remter : Zeitschrift für Kultur und Politik in Osteuropa	0482-2145
AK00009112	Der Remter : Zeitschrift für Kultur und Politik in Osteuropa	0482-2137
AK00009119	Ich schreibe : Zeitschrift für die Bewegung schreibender Arbeiter	0445-1821
AK00009123	Der Literat : Fachzeitschrift für Literatur und Kunst	0024-4627
AK00009127	Park : Zeitschrift für neue Literatur	0944-0917
AK00009133	Stern : das deutsche Magazin	0039-1239
AK00009142	St. Georg : Deutschlands großes Pferdemagazin	0944-5854
AK00009142	St. Georg : Deutschlands großes Pferdemagazin	0344-0222
AK00009146	Les Cahiers du bilinguisme	0045-3773
AK00009149	Journal of the Arnold Schoenberg Institute	0362-2894
AK00009149	Journal of the Arnold Schoenberg Institute	0146-5856
AK00009151	Discourse : theoretical studies in media and culture	0730-1081
AK00009156	GDR monitor	0144-6355
AK00009169	The review of contemporary fiction	0276-0045
AK00009172	[Hermannstraße 14 / Sonderheft] Hermannstraße 14 : Halbjahresschr. f. Literatur	0170-3730
AK00009175	Jugendbuch-Magazin	0177-4247
AK00009178	Cahiers d'études germaniques : revue semestrielle des Instituts d'Etudes Germaniques	0751-4239
AK00009179	Archiv für die Geschichte des Widerstandes und der Arbeit	0936-1014
AK00009179	Archiv für die Geschichte des Widerstandes und der Arbeit	0174-4658
AK00009180	Poetics today : international journal for theory and analysis of literature and communication	0333-5372
AK00009185	G : Zeitschrift für Germanistik	0323-7982
AK00009190	Vestigia bibliae : Jahrbuch d. Deutschen Bibel-Archivs Hamburg	0939-6233
AK00009192	Allmende : Zeitschrift für Literatur	0720-3098
