id	display	zdb
AK00003279	Der Ruf : Zeitung der deutschen Kriegsgefangenen in USA	4552-4
AK00003280	Anarchistisches Ja(hr)buch	4569-x
AK00003281	Jahrbuch für junge Lyrik	4585-8
AK00003282	Jahrbuch Ästhetische Erziehung	4631-0
AK00003283	Neue Rundschau	4676-0
AK00003287	Schopenhauer-Jahrbuch	4738-7
AK00003289	Neuphilologische Zeitschrift	4829-x
AK00003290	Kunst und Literatur : Zeitschr. für Fragen d. Ästhetik u. Kunsttheorie	4851-3
AK00003295	Der Sprachdienst	4873-2
AK00003297	Die neueren Sprachen : Zeitschrift für Forschung und Unterricht auf dem Fachgebiet der modernen Fremdsprachen	4877-x
AK00003298	Sprachkunst : Beiträge zur Literaturwissenschaft	4880-x
AK00003300	Volksbühnen-Spiegel	5525-6
AK00003301	Vorträge, Forschungen, Berichte : [Konferenzschrift]	5544-x
AK00003303	Die Weltwoche	5582-7
AK00003304	Wilhelm-Busch-Jahrbuch	5637-6
AK00003312	Zeitschrift für deutsches Altertum und deutsche Literatur : ZfDA	5779-4
AK00003314	Nachrichten aus dem wissenschaftlichen Bibliothekswesen der Deutschen Demokratischen Republik	6080-x
AK00003315	Archiv für Litteraturgeschichte	6091-4
AK00003317	Zeitschrift des Deutschen Sprachvereins	6121-9
AK00003319	Neues Forum : internationale Zeitschrift links von der Mitte	6199-2
AK00003320	Iduna : Jahrbuch d. Hölderlin-Gesellschaft	6224-8
AK00003324	Hörspieljahrbuch	6226-1
AK00003325	Jahrbuch der Preußischen Akademie der Wissenschaften	6229-7
AK00003327	Jahrbuch des Archivs der Deutschen Jugendbewegung	6250-9
AK00003328	Jahrbuch zur Medienstatistik und Kommunikationspolitik	6266-2
AK00003329	[Dokumente <Bonn>] Dokumente : Zeitschrift für den deutsch-französischen Dialog	6280-7
AK00003330	[Courage <Berlin>] Courage : Berliner Frauenzeitung	6286-8
AK00003331	Archiv für Buchgewerbe und Gebrauchsgraphik	6341-1
AK00003334	Jahrbuch	6342-3
AK00003343	Statistisches Jahrbuch für das Deutsche Reich	6358-7
AK00003347	Württemberger Land : Monatsschr. für Fremdenverkehr, Kultur u. Wirtschaft	6403-8
AK00003351	Glyph : Johns Hopkins textual studies	6460-9
AK00003353	Neue deutsche Rundschau : (Freie Bühne)	6465-8
AK00003354	Freie Bühne für modernes Leben	6466-x
AK00003355	Schweizerische Rundschau : Monatsschr. für Geistesleben u. Kultur	6467-1
AK00003360	Der Sprachfreund : Bl. zur Pflege d. dt. Sprache	6494-4
AK00003361	Stultifera navis : Mitteilungsblatt der Schweizerischen Bibliophilen-Gesellschaft	6516-x
AK00003363	Göttinger Universitäts-Zeitung	6588-2
AK00003365	Diskussion Deutsch : Zeitschrift für Deutschlehrer aller Schulformen in Ausbildung und Praxis	6777-5
AK00003369	Areopag : Jahrbuch für Kultur u. Kommunikation	6842-1
AK00003370	Das achtzehnte Jahrhundert : Zeitschrift der Deutschen Gesellschaft für die Erforschung des Achtzehnten Jahrhunderts	6847-0
AK00003371	Kaspar : Zeitschr. über den Umgang mit Literatur	6918-8
AK00003372	Germanistische Linguistik	6944-9
AK00003374	New literary history : NLH ; a journal of theory and interpretation	6980-2
AK00003375	Goethe-Jahrbuch	7023-3
AK00003378	Bibliotheksforum Bayern : BFB	7155-9
AK00003384	Europäische Ideen	7174-2
AK00003386	Nouvelle école	7191-2
AK00003387	Sozialistische Zeitschrift für Kunst und Gesellschaft	7194-8
AK00003392	Jahresbericht	7367-2
AK00003393	Vorgänge : Zeitschrift für Bürgerrechte und Gesellschaftspolitik	7371-4
AK00003394	Baltische Hefte	7387-8
AK00003396	Katholische Bildung : Verbandsorgan des Vereins Katholischer Deutscher Lehrerinnnen e.V. (VkdL)	7406-8
AK00003398	Plattdeutsche Bibliographie : laufendes Verz. d. Neuerscheinungen auf d. Gebiet d. plattdeutschen Sprache u. Literatur : [Bibliographie]	7445-7
AK00003399	Politik und Kultur	7446-9
AK00003400	Der Wunderblock : Zeitschr. für Psychoanalyse	7466-4
AK00003401	Zeitschrift für germanistische Linguistik : ZGL ; deutsche Sprache in Gegenwart und Geschichte	7502-4
AK00003402	Jahrbuch	7506-1
AK00003404	New German critique : ngc ; an interdisciplinary journal of German studies	7524-3
AK00003405	Aquila	7537-1
AK00003406	Neue Politik : Beiträge zur politischen Neuordnung ; Kommentar- und Informationsbrief	7602-8
AK00003407	Die Weltbühne : Wochenschrift für Politik, Kunst, Wirtschaft	7607-7
AK00003409	Die Schaubühne	7608-9
AK00003410	Literatur und Erfahrung : Zeitschr. für literar. Sozialisation	7676-4
AK00003411	Film und Fernsehen in Forschung und Lehre : Schriften, Lehrveranstaltungen, Forschungsvorhaben, Tagungen an Universitäten, Hochschulen und Filminstitutionen der Bundesrepublik Deutschland, Österreich und der Schweiz ; Ergebnisse einer Umfrage	7908-x
AK00003412	Allemagnes d'aujourd'hui : revue française d'information sur les deux Allemagnes	7919-4
AK00003413	Tumult : Schriften zur Verkehrswissenschaft	7920-0
AK00003414	Freibeuter : Vierteljahreszeitschr. für Kultur und Politik	7927-3
AK00003415	Reinhold-Schneider-Gesellschaft e.V., Freiburg	8051-2
AK00003417	Reinhold-Schneider-Blätter : Jahrbuch für christliche Literatur des 20. und 21. Jahrhunderts	8052-4
AK00003420	Litfass : Berliner Zeitschrift für Literatur	8118-8
AK00003421	Trans-Atlantik	8142-5
AK00003422	Rhetorik : ein internationales Jahrbuch : [Bibliographie enthalten]	8169-3
AK00003423	Ausgabe : ein Literatur- u. Kunstmagazin	8171-1
AK00003424	Himmel & Erde : linksradikale Revue	8279-x
AK00003425	Sondern : Jahrbuch für Texte und Bilder	8281-8
AK00003426	Gulliver	8301-x
AK00003427	Berliner Hefte : Zeitschrift für Kultur und Politik	8334-3
AK00003428	Germanic notes	8388-4
AK00003430	Semiosis : internationale Zeitschrift für Semiotik und Ästhetik ; Organ der Vereinigung für Wissenschaftliche Semiotik e.V. und der Forschungsgruppe für Semiotik und Wissenschaftstheorie der Universität Stuttgart	8389-6
AK00003431	Rote Presse-Korrespondenz : RPK ; Pressedienst der Kommunistischen Partei Deutschlands	8910-2
AK00003434	Kleist-Jahrbuch ...	9017-7
AK00003436	TheaterZeitSchrift : TZS ; Beiträge zu Theater, Medien, Kulturpolitik	9268-x
AK00003439	Abend-Zeitung : auf das Jahr ...	9304-x
AK00003440	Jüdischer Almanach : auf das Jahr ...	9600-3
AK00003441	Die Zeit : schweizerische Blätter für Kunst, Schriftentum und Leben	10272-6
AK00003443	Luchterhand-Jahrbuch der Lyrik : [Textsammlung (Anthologie u.a.m.)]	10550-8
AK00003446	Gauke's Jahrbuch	13585-9
AK00003447	Dix-neuvième siècle : recherche, actualité culturelle, bibliographie ; bulletin de la Société des Etudes Romantiques et Dix-Neuviémistes : [Bibliographie enthalten]	14194-x
AK00003448	Jasmin : das Magazin für die Frau	41429-3
AK00003449	Das Ufer : die Farb-Illustrierte	41448-7
AK00003451	Deutsche Illustrierte	41449-9
AK00003454	Schwäbische Illustrierte	41451-7
AK00003455	Kulturwarte : nordostoberfränkische Monatsschrift für Kunst u. Kultur	41554-6
AK00003456	Allemagne d'aujourd'hui : revue d'information et de recherche sur l'Allemagne	41716-6
AK00003458	Sovremennaja chudožestvennaja literatura za rubežom : informacionnyi sbornik ; obzory, recenzii, annotacii	41999-0
AK00003460	[Elegante Welt <Düsseldorf>] Elegante Welt : die Zeitschr. der Dame	42006-2
AK00003463	Das Freie Forum : Mitteilungsblatt der Gesellschaft für Freie Publizistik	43352-4
AK00003464	[Wiener Geschichtsblätter / Beiheft] Wiener Geschichtsblätter	43529-6
AK00003466	Stoß von links : Organ des Bundes Revolutionärer Bildender Künstler Deutschlands	44382-7
AK00003467	Etudes germano-africaines : revue annuelle de germanistique africaine	44694-4
AK00003531	Materia medica Nordmark	80182-3
AK00003533	Medizinischer Monatsspiegel : eine Zeitschr. für d. Arzt	80279-7
AK00003534	Graphis : the international journal of design and communication	80293-1
AK00003535	Zibaldone : Zeitschrift für italienische Kultur der Gegenwart	82328-4
AK00003536	Oberschlesisches Jahrbuch	82431-8
AK00003539	Kölner Beiträge zur Musikforschung : KBMF	503564-8
AK00003541	Schall und Rauch	84984-4
AK00003542	Blätter des Hessischen Landestheater Darmstadt	86216-2
AK00003543	Blätter der Schwäbischen Volksbühne	86238-1
AK00003545	Blätter der Württembergischen Volksbühne	86239-3
AK00003547	Frauen in der Literaturwissenschaft : Rundbrief	91240-2
AK00003548	Das Nationaltheater : Vierteljahresschrift des Bühnenvolksbundes	91753-9
AK00003549	Niemandsland : Zeitschrift zwischen den Kulturen	91999-8
AK00003550	Analecta Husserliana : yearbook of phenomenological research	120053-7
AK00003552	Antaios : Zeitschrift für eine freie Welt	120056-2
AK00003553	Bildende Kunst	120078-1
AK00003554	Theologische Bibliothek Töpelmann	501493-1
AK00003555	Buch der Zeit : Bücher und Zeitschriften aus der Deutschen Demokratischen Republik	120083-5
AK00003556	Journal of European studies : literature and ideas from the Renaissance to the present	120138-4
AK00003557	Zeitschrift für Literaturwissenschaft und Linguistik : LiLi ; eine Zeitschrift der Universität Siegen	120167-0
AK00003558	Neue Hefte für Philosophie	120194-3
AK00003559	Poetics : journal of empirical research on culture, the media and the arts	120213-3
AK00003560	Scheidewege : Jahresschrift für skeptisches Denken	120236-4
AK00003561	Studium generale : Zeitschrift für interdisziplinäre Studien	120260-1
AK00003565	Buch und Leser : Informationen des Börsenvereins des Deutschen Buchhandels	120306-x
AK00003566	Neues Hochland : nh	120375-7
AK00003567	Informationsdienst Bibliothekswesen : IB	120379-4
AK00003568	Jahrbuch der Kinderliteratur : [Textsammlung (Anthologie u.a.m.)]	120572-9
AK00003569	Publik : Informationen, Meinungen, Analysen und Bilder dieser Woche	120606-0
AK00003572	Sigill : Blätter für Buch und Kunst	120615-1
AK00003573	Arcadia : international journal of literary culture	120646-1
AK00003574	Komparatistische Studien	120647-3
AK00003577	Historische Zeitschrift : HZ	120689-8
AK00003578	[Medium <Frankfurt, Main>] Medium : Zeitschrift für Medienkritik	120707-6
AK00003580	Oberbayerisches Archiv	120717-9
AK00003581	Oberbayerisches Archiv für vaterländische Geschichte	120718-0
AK00003582	Bücherei und Bildung	120823-8
AK00003586	Dokumentation, Fachbibliothek, Werksbücherei : DFW ; Zeitschrift für technische Archive, Fachbibliotheken, Betriebs- und Volksbüchereien	120860-3
AK00003589	DFW : Dokumentation, Information ; Zeitschrift für Allgemein- und Spezialbibliotheken, Büchereien u. Dokumentationsstellen	120861-5
AK00003597	Kultur & Leben : die Zeitschrift für den anspruchsvollen Leser	121217-5
AK00003599	Beiträge zur Liegnitzer Geschichte	121229-1
AK00003601	Jahresgabe ... für die Mitglieder der Historischen Gesellschaft Liegnitz e.V.	518483-6
AK00003602	Daphnis : Zeitschrift für mittlere deutsche Literatur und Kultur der frühen Neuzeit (1400 - 1750)	121258-8
AK00003603	Rundschau : an American-German review	121270-9
AK00003604	Sonderschriften der Akademie Gemeinnütziger Wissenschaften zu Erfurt	571461-8
AK00003605	The American German review	121271-0
AK00003607	Film, Bild, Ton : Zeitschrift für audio-visuelle Mittel in der Pädagogik	121291-6
AK00003610	Musil-Studien	121353-2
AK00003615	Konservativ heute	121423-8
AK00003616	Sammlung Luchterhand	121442-1
AK00003661	Diskurs : Zeitschrift für Theater, Film und Fernsehen	121540-1
AK00003662	Novum : world of graphic design	121684-3
AK00003664	Gebrauchsgraphik : Monatszeitschrift für visuelle Communication und künstlerische Werbung	121685-5
AK00003665	Der Herold : Vierteljahrsschrift für Heraldik, Genealogie und verwandte Wissenschaften	121695-8
AK00003667	Du selbst : die Zeitschrift für den anspruchsvollen Leser	121741-0
AK00003668	Monographien und Texte zur Nietzsche-Forschung	121786-0
AK00003674	Sprache und Literatur : Regensburger Arbeiten zur Anglistik und Amerikanistik	121829-3
AK00003676	Studien zur Sozialwissenschaft	121835-9
AK00003679	Poesie : Zeitschr. für Literatur	121928-5
AK00003680	Amsterdamer Publikationen zur Sprache und Literatur : APSL	121978-9
AK00003692	Die deutsche Bühne : das Theatermagazin	123000-1
AK00003693	[Kunst + Unterricht / Sonderheft] Kunst + Unterricht : Zeitschr. für alle Bereiche d. ästhet. Erziehung	123002-5
AK00003695	Marginalien : Zeitschrift für Buchkunst und Bibliophilie	123022-0
AK00003696	Literární archív : sborník Památníku Národního Písemnictví	123031-1
AK00003697	Nachrichten aus dem Kösel-Verlag	123110-8
AK00003698	Die Feder : Monatszeitschr. für Journalisten	123154-6
AK00003700	Literarische Hefte	123276-9
AK00003702	Lyrische Hefte	123277-0
AK00003703	Neue Sammlung : Vierteljahres-Zeitschrift für Erziehung und Gesellschaft	123293-9
AK00003705	Die neue Ordnung	123295-2
AK00003706	[Lyrische Hefte / Sonderheft] Lyrische Hefte	123341-5
AK00003708	Österreich in Geschichte und Literatur : ÖGL ; mit Geographie	123374-9
AK00003709	Orbis litterarum : international review of literary studies	123397-x
AK00003710	Orbis litterarum : revue internationale d'études littéraires. - Supplément	123414-6
AK00003712	Pantheon : internationale Jahreszeitschrift für Kunst	123453-5
AK00003714	L' Ephémère	123474-2
AK00003715	Poétique : revue de théorie et d'analyse littéraires	123479-1
AK00003716	Philosophia naturalis : Archiv für Naturphilosophie und  die philosophischen Grenzgebiete der exakten Wissenschaften und Wissenschaftsgeschichte	123524-2
AK00003717	Philobiblon <Stuttgart> : eine Vierteljahrsschrift für Buch- und Graphiksammler	123534-5
AK00003718	[Poetica <München>] Poetica : Zeitschrift für Sprach- und Literaturwissenschaft	123553-9
AK00003719	Aus Politik und Zeitgeschichte : APuZ	123630-1
AK00003720	Aktion : politisch-literarische Zeitschrift	123692-1
AK00003721	Il ponte : rivista di politica economia e cultura	123713-5
AK00003722	Deutsches Pfarrerblatt : Zeitschrift für Pfarrerinnen und Pfarrer	123761-5
AK00003723	Geist und Tat : Vierteljahresschrift für Politik u. Kultur	123776-7
AK00003724	Psyche : Zeitschrift für Psychoanalyse und ihre Anwendungen	123814-0
AK00003729	Les lettres françaises : spectacles, arts	123925-9
AK00003731	Benzin	123950-8
AK00003732	Monatsschrift für Pastoraltheologie zur Vertiefung des gesamten pfarramtlichen Wirkens	124146-1
AK00003735	Börsenblatt für den deutschen Buchhandel <Frankfurt, Main> : Frankfurt am Main und Leipzig	124201-5
AK00003736	Der junge Buchhandel	124202-7
AK00003738	Forum junger Buchhandel : Meinungen, Informationen, Berichte	124203-9
AK00003739	Deutsches Ärzteblatt <Köln> : ärztliche Mitteilungen	124216-7
AK00003740	Lit : das Literaturmagazin im Verlag Kiepenheuer & Witsch	124224-6
AK00003741	Publications of the English Goethe Society : PEGS	124246-5
AK00003745	Familienkundliche Nachrichten : Mitteilungen, Literatur, Rundfragen, Empfehlungen	124278-7
AK00003746	NS-Gemeindezeitung für Südwestdeutschland : d. Bl. d. Abgeordneten, Stadt-, Gemeinde- u. Bezirksräte Württembergs	124297-0
AK00003748	Blätter der Rilke-Gesellschaft : [Bibliographie enthalten]	124372-x
AK00003749	ZET : Zeichenbuch für Literatur u. Graphik	124486-3
AK00003754	Zeitbühne	124525-9
AK00003755	Geschichte in Wissenschaft und Unterricht : GWU ; Zeitschrift des Verbandes der Geschichtslehrer Deutschlands	124538-7
AK00003756	Bargfelder Bote : Materialien zum Werk Arno Schmidts : [Bibliographie enthalten]	124599-5
AK00003757	Amsterdamer Beiträge zur neueren Germanistik	124629-x
AK00003758	Akademie-Mitteilungen	124817-0
AK00003759	Kritische Berichte : Mitteilungen des Ulmer Vereins für Kunstwissenschaft	124818-2
AK00003761	Forum academicum : Heidelberger Studentenzeitschrift	124906-x
AK00003764	Wort und Wahrheit : Zeitschrift für Religion und Kultur	124925-3
AK00003765	Therapeutische Dichtung : Hinweise u. Studien aus d. Umgang mit Albert Steffens Dichterwerk	125008-5
AK00003767	Einhorn : illustrierte Heimat- u. Kulturzeitschrift für Stadt u. Raum Schwäbisch Gmünd	125046-2
AK00003770	Neohelicon : acta comparationis litterarum universarum	125076-0
AK00003771	Wolfenbütteler Barock-Nachrichten : [Bibliographie enthalten]	125100-4
AK00003772	Internationale Zeitschrift für Kommunikationsforschung	125126-0
AK00003776	Der Löwe : eine kulturphilosoph. Zeitschr.	125184-3
AK00003777	[Kontinent <Stuttgart>] Kontinent : Ost-West-Forum	125348-7
AK00003778	Remstal : mit Berglen u. Welzheimer Wald ; die Heimat u. Kulturzeitschr. für d. Rems-Murr-Kreis	125356-6
AK00003780	Tübinger Chronik	125591-5
AK00003781	Schwäbischer Merkur : mit Schwäbischer Kronik und Handelszeitung : Süddeutsche Zeitung	125594-0
AK00003782	Württemberger illustrierte Zeitung	125628-2
AK00003783	Schwarzwälder Volksfreund : schwäbische Zeitung	125678-6
AK00003784	Libération	125741-9
AK00003785	Die Bücherkommentare : krit. informierende Zeitung vom Buch zum Leser	125768-7
AK00003786	Die andere Zeitung : die kritische Wochenzeitung der Linken	125774-2
AK00003787	Sie : Berliner Illustrierte Wochenzeitung	125776-6
AK00003796	Das Schwarze Korps : Zeitung der Schutzstaffeln d. NSDAP ; Organ der Reichsführung der SS	125876-x
AK00003797	Das Reich : deutsche Wochenzeitung	552276-6
AK00003797	Das Reich : deutsche Wochenzeitung	125877-1
AK00003798	[Der Reichsbote <Berlin> / Sonntags-Blatt] Der Reichsbote : deutsche Wochenzeitung für Christentum und Volkstum	93899-3
AK00003799	Berliner illustrierte Zeitung	125880-1
AK00003800	Das Buch für alle : ill. Blätter zur Unterhaltung und Belehrung für die Familie und Jedermann	125896-5
AK00003801	[Stuttgarter neues Tagblatt / Wochenausgabe] Stuttgarter neues Tagblatt	125900-3
AK00003803	Schwäbische Kronik : des Schwäbischen Merkurs zweite Abth. ; Begebenheiten aus Schwaben	125904-0
AK00003804	[Die neue Zeitung <München> / M] Die neue Zeitung : die amerikanische Zeitung in Deutschland	125915-5
AK00003805	Ausgeklammert : Gefangenenzeitung	125932-5
AK00003806	Stuttgarter evangelisches Sonntagsblatt	125970-2
AK00003807	Jahrbuch der historischen Forschung in der Bundesrepublik Deutschland	125976-3
AK00003808	Süddeutsche Zeitung : Münchner neueste Nachrichten aus Politik, Kultur, Wirtschaft, Sport	125985-4
AK00003809	Wirtschafts-Zeitung : eine Wochenschrift	125988-x
AK00003810	Die Wochenpost : aus dem Zeitgeschehen, für den Feierabend	125994-5
AK00003811	[Frankfurter Rundschau / D-Ausgabe] Frankfurter Rundschau : unabhängige Tageszeitung	126011-x
AK00003813	[Aufbau <Zürich>] Aufbau : das jüdische Magazin	126137-x
